"No.","Time","Source","Destination","Protocol","Length","Info"
"4461","92.477584","fe80::8af:e8e8:51ab:b095","ff02::fb","MDNS","145","Standard query 0x0000 TXT Prashansa�\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question TXT ARUN S._companion-link._tcp.local, ""QM"" question"
"4462","92.477584","fe80::c81:b413:2b85:9d36","ff02::fb","MDNS","190","Standard query 0x0000 PTR _sleep-proxy._udp.local, ""QM"" question PTR 70-35-60-63.1 Entertainment Room._sleep-proxy._udp.local PTR 70-35-60-63.1 Home Cinema._sleep-proxy._udp.local"
"4463","92.477585","AdityaInfote_2b:60:ae","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.247"
"4464","92.572702","AdityaInfote_2b:5f:00","Broadcast","ARP","60","Who has 192.168.1.245? (ARP Probe)"
"4465","92.572704","AdityaInfote_2b:5f:00","Broadcast","ARP","60","Who has 192.168.1.245? (ARP Probe)"
"4466","92.572705","fe80::1ca0:9d8e:36e4:76cb","ff02::fb","MDNS","252","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Prashansa�\200\231s MacBook Pro._companion-link._tcp.local"
"4467","92.675708","fe80::845:3b34:395a:a6e0","ff02::fb","MDNS","305","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Entertainment Room._companion-link._tcp.local"
"4468","92.675709","192.168.1.106","192.168.1.255","BROWSER","216","Get Backup List Request"
"4469","92.675801","192.168.1.106","192.168.1.255","BROWSER","216","Get Backup List Request"
"4470","92.675801","192.168.1.106","192.168.1.255","NBNS","110","Registration NB MAC-2134F8<00>"
"4471","92.675802","192.168.1.106","192.168.1.255","NBNS","110","Release NB MAC-2134F8<00>"
"4472","92.676480","fe80::cd9:674d:277c:f661","ff02::fb","MDNS","245","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Uday�\200\231s MacBook Pro._companion-link._tcp.local"
"4473","92.679023","fe80::1890:6275:9253:4be4","ff02::fb","MDNS","231","Standard query response 0x0000 TXT, cache flush NSEC, cache flush ARUN S._companion-link._tcp.local"
"4474","92.679299","fe80::1cb0:ae8:f030:ecf7","ff02::fb","MDNS","284","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Sidhesh�\200\231s MacBook Pro._companion-link._tcp.local"
"4475","92.679299","192.168.1.126","192.168.1.255","BROWSER","216","Get Backup List Request"
"4476","92.777463","AdityaInfote_0d:e9:03","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.253"
"4477","92.777465","192.168.1.148","192.168.1.255","BROWSER","258","Host Announcement MACBOOK-PRO-6, Workstation, Server, NT Workstation"
"4478","93.109277","192.168.0.122","13.232.193.230","TLSv1.2","141","Application Data"
"4479","93.178948","13.232.193.230","192.168.0.122","TCP","66","443  >  52925 [ACK] Seq=2092 Ack=1092 Win=10 Len=0 TSval=4239656565 TSecr=3652031651"
"4480","93.186215","192.168.0.148","192.168.1.255","NBNS","110","Release NB MAC-883CE7<00>"
"4481","93.186216","ASUSTekCOMPU_6c:77:4d","Broadcast","ARP","60","Who has 4.2.2.2? Tell 192.168.49.1"
"4482","93.261515","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4483","93.261564","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4484","93.261568","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4485","93.261571","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4486","93.261657","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4487","93.261659","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4488","93.261663","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4489","93.261668","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4490","93.261670","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4491","93.261673","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4492","93.261675","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4493","93.261693","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4494","93.261696","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4495","93.261704","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4496","93.261705","192.168.0.122","104.18.32.47","QUIC","670","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4497","93.271699","104.18.32.47","192.168.0.122","QUIC","66","Protected Payload (KP0)"
"4498","93.274695","104.18.32.47","192.168.0.122","QUIC","67","Protected Payload (KP0)"
"4499","93.290314","fe80::c1b:e8f:a810:f199","ff02::fb","MDNS","250","Standard query response 0x0000 PTR, cache flush Ishans-iPhone.local PTR, cache flush Ishans-iPhone.local NSEC, cache flush 9.9.1.F.0.1.8.A.F.8.E.0.B.1.C.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 68.0.168.192.in-addr.arpa"
"4500","93.396699","fe80::c1b:e8f:a810:f199","ff02::fb","MDNS","120","Standard query 0x0000 PTR _rdlink._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question"
"4501","93.396700","AdityaInfote_35:9f:5c","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.5"
"4502","93.466055","192.168.0.122","13.232.193.230","TLSv1.2","120","Application Data"
"4503","93.487736","13.232.193.230","192.168.0.122","TCP","66","443  >  52925 [ACK] Seq=2092 Ack=1146 Win=10 Len=0 TSval=4239656873 TSecr=3652032008"
"4504","93.489196","13.232.193.230","192.168.0.122","TLSv1.2","122","Application Data"
"4505","93.489335","192.168.0.122","13.232.193.230","TCP","66","52925  >  443 [ACK] Seq=1146 Ack=2148 Win=2047 Len=0 TSval=3652032031 TSecr=4239656874"
"4506","93.493450","AdityaInfote_2b:60:ae","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.247"
"4507","93.594868","CpPlus_9e:dc:ee","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.245"
"4508","93.619752","104.18.32.47","192.168.0.122","QUIC","678","Protected Payload (KP0)"
"4509","93.623328","192.168.0.122","104.18.32.47","QUIC","88","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"4510","93.702552","fe80::c1b:e8f:a810:f199","ff02::fb","MDNS","1403","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Ram�\200\231s MacBook Pro._companion-link._tcp.local PTR Rajashekhar._companion-link._tcp.local PTR praveen�\200\231s MacBook Pro._companion-link._tcp.local PTR Vinnie's Macbook Pro._companion-link._tcp.local PTR Arul�\200\231s MacBook Pro._companion-link._tcp.local PTR MacBook Pro (5)._companion-link._tcp.local PTR Shalaka's Mac._companion-link._tcp.local PTR Isham.�\200\231s MacBook Pro._companion-link._tcp.local PTR Samarth�\200\231s MacBook Pro._companion-link._tcp.local PTR MacBook Pro (2)._companion-link._tcp.local PTR Ritesh�\200\231s MacBook Pro._companion-link._tcp.local PTR Sabyasachi�\200\231s MacBook Pro._companion-link._tcp.local PTR Avinash�\200\231s MacBook Pro._companion-link._tcp.local PTR Sasank�\200\231s MacBook Pro._companion-link._tcp.local PTR Uday�\200\231s MacBook Pro._companion-link._tcp.local PTR Home Cinema._companion-link._tcp.local PTR Sidhesh�\200\231s MacBook Pro._companion-link._tcp.local PTR Sunayana�\200\231s iPad._companion-link._tcp.local PTR Abhinav�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Rohit�\200\231s MacBook Pro._companion-link._tcp.local PTR Radhika�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Ishan�\200\231s MacBook Pro Work._companion-link._tcp.local PTR Anurag�\200\231s MacBook Pro._companion-link._tcp.local PTR Aniket�\200\231s MacBook Pro._companion-link._tcp.local PTR ARUN S._companion-link._tcp.local PTR Monisha�\200\231s MacBook Pro._companion-link._tcp.local PTR Mobius�\200\231s MacBook Pro._companion-link._tcp.local PTR Trupthi�\200\231s MacBook Pro._companion-link._tcp.local PTR Guru's Mac._companion-link._tcp.local PTR Arushi's MacBook._companion-link._tcp.local PTR nikk�\200\231s MacBook Pro._companion-link._tcp.local PTR Aryan�\200\231s MacBook Pro._companion-link._tcp.local PTR Entertainment Room._companion-link._tcp.local PTR Sunayana�\200\231s MacBook Pro._companion-link._tcp.local PTR Prashansa�\200\231s MacBook Pro._companion-link._tcp.local PTR Akshat�\200\231s MacBook Pro._companion-link._tcp.local PTR Rishab�\200\231s MacBook Pro._companion-link._tcp.local"
"4511","93.704307","HewlettPacka_c4:84:76","Broadcast","0x8ffd","351","Ethernet II"
"4512","93.705598","HewlettPacka_c4:84:76","Broadcast","0x8ffd","351","Ethernet II"
"4513","93.705598","AdityaInfote_0d:e9:03","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.253"
"4514","93.799841","fe80::c1b:e8f:a810:f199","ff02::fb","MDNS","219","Standard query 0x0000 ANY 54BE7A7C-5F4A-422C-8486-CB7E418989F5._asquic._udp.local, ""QU"" question ANY Ishans-iPhone.local, ""QU"" question SRV 0 0 61031 Ishans-iPhone.local AAAA fe80::c1b:e8f:a810:f199 A 192.168.0.68"
"4515","93.801689","fe80::b3:acfa:f7a6:8c9d","ff02::fb","MDNS","461","Standard query response 0x0000 TXT PTR Amritanshu�\200\231s MacBook Pro._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 57185 Amritanshus-MacBook-Pro.local AAAA, cache flush fe80::b3:acfa:f7a6:8c9d A, cache flush 192.168.1.106 NSEC, cache flush Amritanshu�\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Amritanshus-MacBook-Pro.local"
"4516","93.904663","HewlettPacka_c4:85:44","Broadcast","0x8ffd","351","Ethernet II"
"4517","93.904665","HewlettPacka_c4:85:44","Broadcast","0x8ffd","351","Ethernet II"
"4518","93.904666","192.168.1.88","192.168.1.255","UDP","594","59095  >  3490 Len=552"
"4519","94.008726","fe80::1033:389d:1d23:1f28","ff02::fb","MDNS","404","Standard query response 0x0000 PTR Prince._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 56661 Prince-2.local AAAA, cache flush fe80::1033:389d:1d23:1f28 A, cache flush 192.168.0.43 NSEC, cache flush Prince._companion-link._tcp.local NSEC, cache flush Prince-2.local"
"4520","94.009356","fe80::c1b:e8f:a810:f199","ff02::fb","MDNS","219","Standard query 0x0000 ANY 54BE7A7C-5F4A-422C-8486-CB7E418989F5._asquic._udp.local, ""QM"" question ANY Ishans-iPhone.local, ""QM"" question SRV 0 0 61031 Ishans-iPhone.local AAAA fe80::c1b:e8f:a810:f199 A 192.168.0.68"
"4521","94.213176","fe80::1c58:244b:28d5:a160","ff02::fb","MDNS","709","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question TXT 2E520D16BDDC@Ashish�\200\231s MacBook Pro._airplay-p2p._tcp.local, ""QM"" question TXT 12DD1745D83E@Ishan�\200\231s MacBook Pro Work._airplay-p2p._tcp.local, ""QM"" question TXT 4644B2BEF258@Parth�\200\231s._airplay-p2p._tcp.local, ""QM"" question TXT Parth�\200\231s._airplay._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question TXT Praleed - MacBook Pro._airplay._tcp.local, ""QM"" question TXT 6669890F80C7@Praleed - MacBook Pro._airplay-p2p._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question TXT 2699707A1502@Sunayana�\200\231s MacBook Pro._airplay-p2p._tcp.local, ""QM"" question TXT DABFA68F8380@Samarth�\200\231s MacBook Pro._airplay-p2p._tcp.local, ""QM"" question TXT 02638270CE42@Prince._airplay-p2p._tcp.local, ""QM"" question TXT 22ED249094D9@Rohit�\200\231s MacBook Pro._airplay-p2p._tcp.local, ""QM"" question TXT 22EA4268ACA2@Entertainment Room._airplay-p2p._tcp.local, ""QM"" question"
"4522","94.213178","fe80::88e:323:b1b2:c18c","ff02::fb","MDNS","256","Standard query response 0x0000 PTR, cache flush Ram-Yogeshs-iPhone.local PTR, cache flush Ram-Yogeshs-iPhone.local NSEC, cache flush C.8.1.C.2.B.1.B.3.2.3.0.E.8.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 170.1.168.192.in-addr.arpa"
"4523","94.213224","192.168.1.106","192.168.1.255","NBNS","110","Registration NB MAC-2134F8<00>"
"4524","94.314294","fe80::c1b:e8f:a810:f199","ff02::fb","MDNS","219","Standard query 0x0000 ANY 54BE7A7C-5F4A-422C-8486-CB7E418989F5._asquic._udp.local, ""QM"" question ANY Ishans-iPhone.local, ""QM"" question SRV 0 0 61031 Ishans-iPhone.local AAAA fe80::c1b:e8f:a810:f199 A 192.168.0.68"
"4525","94.314296","192.168.0.148","192.168.1.255","NBNS","110","Release NB MAC-883CE7<00>"
"4526","94.416408","fe80::c1b:e8f:a810:f199","ff02::fb","MDNS","250","Standard query response 0x0000 PTR, cache flush Ishans-iPhone.local PTR, cache flush Ishans-iPhone.local NSEC, cache flush 9.9.1.F.0.1.8.A.F.8.E.0.B.1.C.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 68.0.168.192.in-addr.arpa"
"4527","94.416413","fe80::88e:323:b1b2:c18c","ff02::fb","MDNS","120","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"4528","94.518679","AdityaInfote_2b:60:a6","Broadcast","ARP","60","Who has 192.168.1.249? (ARP Probe)"
"4529","94.518681","AdityaInfote_2b:60:a6","Broadcast","ARP","60","Who has 192.168.1.249? (ARP Probe)"
"4530","94.518682","8e:a5:9f:76:a5:92","Broadcast","ARP","60","Who has 192.168.1.170? Tell 192.168.1.126"
"4531","94.518720","fe80::c1b:e8f:a810:f199","ff02::fb","MDNS","307","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR 54BE7A7C-5F4A-422C-8486-CB7E418989F5._asquic._udp.local SRV, cache flush 0 0 61031 Ishans-iPhone.local AAAA, cache flush fe80::c1b:e8f:a810:f199 A, cache flush 192.168.0.68 NSEC, cache flush 54BE7A7C-5F4A-422C-8486-CB7E418989F5._asquic._udp.local NSEC, cache flush Ishans-iPhone.local"
"4532","94.621907","06:37:76:7b:76:8b","Broadcast","ARP","42","Who has 192.168.1.170? Tell 192.168.0.117"
"4533","94.621910","b2:d2:bc:27:5f:7a","Broadcast","ARP","60","Who has 192.168.1.170? Tell 192.168.0.146"
"4534","94.621910","34.93.180.21","192.168.0.122","TLSv1.2","1178","Application Data"
"4535","94.622188","192.168.0.122","34.93.180.21","TCP","66","52926  >  27017 [ACK] Seq=1 Ack=11121 Win=44 Len=0 TSval=2448179058 TSecr=3800353324"
"4536","94.642546","35.244.52.136","192.168.0.122","TLSv1.2","1178","Application Data"
"4537","94.642635","192.168.0.122","35.244.52.136","TCP","66","52927  >  27017 [ACK] Seq=1 Ack=11121 Win=44 Len=0 TSval=3559673170 TSecr=80500656"
"4538","94.721452","9a:3d:38:86:fb:1a","Broadcast","ARP","60","Who has 192.168.1.170? Tell 192.168.0.99"
"4539","94.721454","ae:1a:f4:15:31:f0","Broadcast","ARP","60","Who has 192.168.1.170? Tell 192.168.1.106"
"4540","94.725925","fe80::c1b:e8f:a810:f199","ff02::fb","MDNS","1465","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Ram�\200\231s MacBook Pro._companion-link._tcp.local PTR Rajashekhar._companion-link._tcp.local PTR praveen�\200\231s MacBook Pro._companion-link._tcp.local PTR Vinnie's Macbook Pro._companion-link._tcp.local PTR Arul�\200\231s MacBook Pro._companion-link._tcp.local PTR MacBook Pro (5)._companion-link._tcp.local PTR Shalaka's Mac._companion-link._tcp.local PTR Isham.�\200\231s MacBook Pro._companion-link._tcp.local PTR Samarth�\200\231s MacBook Pro._companion-link._tcp.local PTR MacBook Pro (2)._companion-link._tcp.local PTR Ritesh�\200\231s MacBook Pro._companion-link._tcp.local PTR Sabyasachi�\200\231s MacBook Pro._companion-link._tcp.local PTR Avinash�\200\231s MacBook Pro._companion-link._tcp.local PTR Sasank�\200\231s MacBook Pro._companion-link._tcp.local PTR Uday�\200\231s MacBook Pro._companion-link._tcp.local PTR Home Cinema._companion-link._tcp.local PTR Sidhesh�\200\231s MacBook Pro._companion-link._tcp.local PTR Sunayana�\200\231s iPad._companion-link._tcp.local PTR Abhinav�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Rohit�\200\231s MacBook Pro._companion-link._tcp.local PTR Radhika�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Ishan�\200\231s MacBook Pro Work._companion-link._tcp.local PTR Anurag�\200\231s MacBook Pro._companion-link._tcp.local PTR Aniket�\200\231s MacBook Pro._companion-link._tcp.local PTR ARUN S._companion-link._tcp.local PTR Monisha�\200\231s MacBook Pro._companion-link._tcp.local PTR Mobius�\200\231s MacBook Pro._companion-link._tcp.local PTR Trupthi�\200\231s MacBook Pro._companion-link._tcp.local PTR Guru's Mac._companion-link._tcp.local PTR Arushi's MacBook._companion-link._tcp.local PTR nikk�\200\231s MacBook Pro._companion-link._tcp.local PTR Aryan�\200\231s MacBook Pro._companion-link._tcp.local PTR Entertainment Room._companion-link._tcp.local PTR Sunayana�\200\231s MacBook Pro._companion-link._tcp.local PTR Prashansa�\200\231s MacBook Pro._companion-link._tcp.local PTR Akshat�\200\231s MacBook Pro._companion-link._tcp.local PTR Rishab�\200\231s MacBook Pro._companion-link._tcp.local PTR Amritanshu�\200\231s MacBook Pro._companion-link._tcp.local PTR Prince._companion-link._tcp.local"
"4541","94.725926","AdityaInfote_2b:60:ae","Broadcast","ARP","60","Who has 192.168.1.247? (ARP Probe)"
"4542","94.725926","AdityaInfote_2b:60:ae","Broadcast","ARP","60","Who has 192.168.1.247? (ARP Probe)"
"4543","94.728208","fe80::1893:e6cd:b4da:e037","ff02::fb","MDNS","343","Standard query response 0x0000 PTR Home Cinema._airplay._tcp.local PTR 466C1B3E520C@Home Cinema._raop._tcp.local PTR Home Cinema._companion-link._tcp.local TXT PTR 70-35-60-63.1 Home Cinema._sleep-proxy._udp.local OPT"
"4544","94.728209","AdityaInfote_0d:e9:03","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.253"
"4545","94.827170","fe80::88e:323:b1b2:c18c","ff02::fb","MDNS","1424","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question ANY D079BE59-2CCA-487A-A64B-042C6DE38C5A._asquic._udp.local, ""QU"" question ANY Ram-Yogeshs-iPhone.local, ""QU"" question PTR Sunayana�\200\231s iPad._companion-link._tcp.local PTR Sidhesh�\200\231s MacBook Pro._companion-link._tcp.local PTR MacBook Pro (2)._companion-link._tcp.local PTR Prince._companion-link._tcp.local PTR Sunayana�\200\231s MacBook Pro._companion-link._tcp.local PTR Akshat�\200\231s MacBook Pro._companion-link._tcp.local PTR Monisha�\200\231s MacBook Pro._companion-link._tcp.local PTR Uday�\200\231s MacBook Pro._companion-link._tcp.local PTR Isham.�\200\231s MacBook Pro._companion-link._tcp.local PTR Prashansa�\200\231s MacBook Pro._companion-link._tcp.local PTR Ram�\200\231s MacBook Pro._companion-link._tcp.local PTR ARUN S._companion-link._tcp.local PTR Anurag�\200\231s MacBook Pro._companion-link._tcp.local PTR Radhika�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Abhinav�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Aryan�\200\231s MacBook Pro._companion-link._tcp.local PTR Trupthi�\200\231s MacBook Pro._companion-link._tcp.local PTR Arushi's MacBook._companion-link._tcp.local PTR Guru's Mac._companion-link._tcp.local PTR Shalaka's Mac._companion-link._tcp.local PTR Sabyasachi�\200\231s MacBook Pro._companion-link._tcp.local PTR Samarth�\200\231s MacBook Pro._companion-link._tcp.local PTR Rajashekhar._companion-link._tcp.local PTR Rishab�\200\231s MacBook Pro._companion-link._tcp.local PTR Ritesh�\200\231s MacBook Pro._companion-link._tcp.local PTR Vinnie's Macbook Pro._companion-link._tcp.local PTR Entertainment Room._companion-link._tcp.local PTR nikk�\200\231s MacBook Pro._companion-link._tcp.local PTR Avinash�\200\231s MacBook Pro._companion-link._tcp.local PTR Amritanshu�\200\231s MacBook Pro._companion-link._tcp.local PTR Mobius�\200\231s MacBook Pro._companion-link._tcp.local PTR praveen�\200\231s MacBook Pro._companion-link._tcp.local PTR Home Cinema._companion-link._tcp.local PTR MacBook Pro (5)._companion-link._tcp.local SRV 0 0 51493 Ram-Yogeshs-iPhone.local AAAA fe80::88e:323:b1b2:c18c A 192.168.1.170"
"4546","94.827174","Apple_da:4c:a9","Broadcast","ARP","60","ARP Announcement for 192.168.1.241"
"4547","95.033500","fe80::14f3:fff5:d53f:568","ff02::fb","MDNS","477","Standard query response 0x0000 PTR Arul�\200\231s MacBook Pro._companion-link._tcp.local TXT AAAA, cache flush fe80::14f3:fff5:d53f:568 A, cache flush 192.168.0.106 TXT, cache flush SRV, cache flush 0 0 64365 Aruls-MacBook-Pro.local NSEC, cache flush Aruls-MacBook-Pro.local NSEC, cache flush Arul�\200\231s MacBook Pro._companion-link._tcp.local"
"4548","95.033560","fe80::8f5:2229:f3bc:8da7","ff02::fb","MDNS","483","Standard query response 0x0000 PTR Sasank�\200\231s MacBook Pro._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 51128 Sasanks-MacBook-Pro.local AAAA, cache flush fe80::8f5:2229:f3bc:8da7 A, cache flush 192.168.1.77 NSEC, cache flush Sasank�\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Sasanks-MacBook-Pro.local"
"4549","95.033561","fe80::88e:323:b1b2:c18c","ff02::fb","MDNS","224","Standard query 0x0000 ANY D079BE59-2CCA-487A-A64B-042C6DE38C5A._asquic._udp.local, ""QM"" question ANY Ram-Yogeshs-iPhone.local, ""QM"" question SRV 0 0 51493 Ram-Yogeshs-iPhone.local AAAA fe80::88e:323:b1b2:c18c A 192.168.1.170"
"4550","95.033561","fe80::c3b:a4f9:1913:bc88","ff02::fb","MDNS","230","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR Aniket�\200\231s MacBook Pro._companion-link._tcp.local PTR Rohit�\200\231s MacBook Pro._companion-link._tcp.local PTR Sasank�\200\231s MacBook Pro._companion-link._tcp.local"
"4551","95.133479","AdityaInfote_35:9f:5c","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.5"
"4552","95.133482","SHINEMANTech_03:ac:45","Broadcast","ARP","60","Who has 192.168.1.160? Tell 192.168.0.1"
"4553","95.241294","0e:58:a4:13:83:f9","Broadcast","ARP","42","Who has 192.168.1.135? Tell 192.168.1.148"
"4554","95.241296","fe80::10f5:507c:ea7c:3118","ff02::fb","MDNS","495","Standard query response 0x0000 PTR Ishan�\200\231s MacBook Pro Work._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 51061 Ishans-MacBook-Pro-Work.local AAAA, cache flush fe80::10f5:507c:ea7c:3118 A, cache flush 192.168.0.99 NSEC, cache flush Ishan�\200\231s MacBook Pro Work._companion-link._tcp.local NSEC, cache flush Ishans-MacBook-Pro-Work.local"
"4555","95.241297","ASUSTekCOMPU_6c:77:4d","Broadcast","ARP","60","Who has 4.2.2.2? Tell 192.168.49.1"
"4556","95.242448","fe80::c1b:e8f:a810:f199","ff02::fb","MDNS","307","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR 54BE7A7C-5F4A-422C-8486-CB7E418989F5._asquic._udp.local SRV, cache flush 0 0 61031 Ishans-iPhone.local AAAA, cache flush fe80::c1b:e8f:a810:f199 A, cache flush 192.168.0.68 NSEC, cache flush 54BE7A7C-5F4A-422C-8486-CB7E418989F5._asquic._udp.local NSEC, cache flush Ishans-iPhone.local"
"4557","95.343907","fe80::88e:323:b1b2:c18c","ff02::fb","MDNS","224","Standard query 0x0000 ANY D079BE59-2CCA-487A-A64B-042C6DE38C5A._asquic._udp.local, ""QM"" question ANY Ram-Yogeshs-iPhone.local, ""QM"" question SRV 0 0 51493 Ram-Yogeshs-iPhone.local AAAA fe80::88e:323:b1b2:c18c A 192.168.1.170"
"4558","95.343909","8e:a5:9f:76:a5:92","Broadcast","ARP","60","Who has 192.168.1.135? Tell 192.168.1.126"
